CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
5.66,9.58,31,64,73,71,1,7,51,9,1,65.41
7.7,9.15,65,83,98,64,1,98,91,56,7,99.0
8.21,7.47,33,73,53,23,1,92,53,36,3,85.58
8.74,5.86,90,17,88,95,0,58,45,18,10,94.71
5.41,9.62,40,51,80,78,0,51,33,30,1,79.65
6.38,7.99,27,16,68,74,0,74,68,17,17,93.01
9.17,6.26,21,100,97,42,0,26,80,44,14,75.31
6.54,6.03,35,54,82,24,1,60,100,68,8,70.26
6.67,8.03,61,34,92,52,0,62,58,34,17,87.62
6.98,7.97,97,99,77,94,0,3,57,29,12,81.14
9.32,8.05,44,63,70,20,1,94,38,26,0,88.48
6.49,8.4,10,39,85,12,0,56,73,51,19,73.47
6.82,8.32,98,23,53,86,1,80,85,70,0,93.95
6.34,8.35,44,33,81,61,1,30,52,25,4,70.28
8.66,8.43,20,55,54,48,1,26,49,43,2,68.11
8.37,8.57,37,97,98,49,0,61,43,31,16,93.68
6.14,7.84,43,95,66,25,0,30,39,23,0,60.37
5.11,7.08,31,98,97,64,0,0,35,3,3,58.87
7.25,7.92,11,57,95,30,0,100,42,37,0,85.01
8.1,8.55,94,15,88,30,0,90,42,1,12,96.3
5.96,6.0,17,33,96,55,0,68,55,42,5,74.69
5.94,5.8,41,80,93,9,0,91,40,30,1,73.61
8.93,5.78,98,46,66,99,1,68,39,36,0,94.7
8.7,6.84,29,37,60,81,1,81,78,4,13,99.0
6.59,6.58,78,62,95,14,0,26,86,28,14,64.61
7.86,9.08,20,76,58,51,0,21,31,13,4,69.8
7.99,8.56,79,85,67,34,0,15,63,29,6,68.67
8.53,8.95,75,43,84,12,1,4,77,35,5,59.09
6.79,8.58,92,99,59,82,1,1,80,14,1,72.59
8.68,6.72,96,85,56,81,1,48,74,56,5,89.78
7.38,7.75,88,13,92,9,0,58,44,15,6,71.84
6.61,5.57,54,22,69,16,1,61,99,63,18,72.21
7.39,7.69,63,67,91,54,1,20,41,15,2,69.39
5.55,7.35,100,34,75,18,1,11,85,24,16,59.87
8.66,8.96,15,79,72,8,0,67,59,28,0,75.39
5.56,7.79,47,81,82,8,0,14,50,47,0,47.99
8.95,7.2,43,20,97,49,1,6,61,7,4,63.6
7.18,9.11,20,90,87,54,0,19,77,31,5,70.88
7.51,9.15,40,28,82,7,1,82,61,28,13,84.53
5.08,5.6,63,18,50,72,1,64,34,1,0,74.57
6.16,5.69,41,27,75,75,1,93,68,66,13,93.15
7.48,9.46,25,52,88,15,1,56,50,41,11,76.5
8.84,9.07,47,99,68,8,1,6,50,30,18,67.88
9.32,9.33,29,38,79,90,1,63,54,48,8,98.69
6.51,9.43,10,95,71,74,1,9,66,60,12,73.3
8.25,6.18,16,15,85,31,0,18,91,55,14,60.75
8.6,8.5,73,52,64,55,1,9,97,65,2,68.07
7.15,6.05,45,56,63,45,1,3,98,92,17,61.0
7.33,5.39,28,48,85,24,1,80,48,40,19,82.96
5.32,7.38,80,77,65,100,1,35,69,37,20,90.6
8.3,7.91,58,14,53,14,0,40,68,28,2,63.36
8.72,5.57,31,30,96,81,0,7,79,50,8,68.01
8.4,8.0,20,29,86,70,1,40,58,15,19,87.65
9.43,8.36,74,42,95,9,0,42,84,61,20,80.2
8.75,6.86,51,31,83,22,0,88,79,17,11,88.76
7.66,8.24,30,96,75,49,1,90,98,5,0,93.69
5.72,7.89,87,96,72,45,0,71,75,64,17,90.86
6.11,9.57,62,22,96,11,0,79,72,31,10,81.32
7.38,5.77,97,64,84,99,1,0,87,83,16,77.35
6.93,8.29,67,47,63,19,1,30,76,16,19,72.19
7.05,9.19,59,80,83,78,1,13,96,54,19,84.12
8.17,9.4,32,47,100,8,1,18,80,71,0,57.15
6.39,8.88,85,61,95,15,1,100,40,13,5,91.24
9.12,5.94,25,51,88,20,0,0,53,33,20,59.71
9.07,7.69,13,100,94,10,1,67,96,12,5,80.77
6.53,7.14,68,86,86,49,1,98,99,97,20,99.0
5.36,9.69,43,98,84,9,0,9,51,51,0,50.55
8.22,8.8,67,58,62,99,1,20,82,17,17,91.95
5.0,7.19,73,58,73,65,1,38,69,37,18,79.42
6.95,7.44,63,81,97,56,1,13,46,26,15,73.65
6.24,6.19,28,12,55,98,0,43,57,25,19,83.8
8.74,5.67,62,16,67,24,1,46,84,52,9,69.35
5.32,9.41,34,33,87,48,0,21,63,58,16,67.98
5.74,8.5,35,82,76,49,0,45,72,37,2,72.23
6.71,7.68,36,78,88,54,0,2,70,20,0,58.68
7.86,6.41,85,97,100,16,0,55,38,27,3,73.99
5.66,6.69,49,87,91,5,1,37,47,3,13,64.58
6.94,9.41,41,18,65,69,0,28,30,1,1,72.31
6.4,7.92,40,73,99,98,1,92,64,30,16,99.0
8.33,9.65,19,15,55,75,0,43,60,15,14,87.55
6.51,7.11,99,17,87,10,1,76,61,43,9,77.09
8.89,7.78,54,81,56,33,1,98,46,30,0,92.9
6.43,5.22,56,13,65,73,0,21,52,38,19,69.9
6.44,9.5,64,91,84,52,0,87,48,29,18,99.0
6.51,7.96,95,87,84,55,0,45,54,20,11,84.54
8.15,5.14,62,98,62,94,0,30,53,35,6,81.2
5.56,6.68,12,62,78,21,0,92,39,16,13,81.62
7.4,5.52,22,62,73,4,0,77,46,38,17,75.85
7.63,6.79,97,59,55,86,1,23,30,8,10,82.12
5.15,6.12,65,94,74,0,1,53,88,82,7,61.78
5.33,9.47,98,82,91,13,1,8,80,5,18,66.69
7.63,6.03,10,83,82,54,0,54,70,44,2,74.64
8.63,5.64,56,71,85,1,0,59,86,38,10,72.48
5.38,6.69,87,64,65,73,1,71,66,30,9,89.29
8.9,6.14,98,10,50,83,0,39,100,82,2,78.95
5.53,7.92,62,47,99,65,1,8,46,5,3,63.91
8.56,6.98,68,80,86,51,1,22,86,84,9,74.0
7.39,6.24,38,75,82,78,0,45,73,27,15,86.42
8.35,6.8,46,70,66,49,0,84,64,36,5,90.15
7.91,5.09,59,37,100,66,1,26,35,10,18,77.72
8.39,9.0,88,92,90,91,1,17,59,9,8,89.65
6.69,8.11,78,55,95,30,1,97,62,8,9,94.93
5.88,7.98,27,41,73,38,1,5,96,95,0,49.36
5.25,9.74,36,92,99,79,0,59,40,33,9,90.47
8.11,5.49,83,40,77,92,0,54,74,16,6,89.2
8.53,7.39,37,42,56,80,0,29,77,38,13,81.57
8.78,6.15,19,78,74,32,0,39,67,4,19,77.96
5.33,9.45,83,99,89,4,0,30,47,2,8,66.27
6.24,8.19,24,81,51,2,1,41,72,24,19,68.65
8.81,5.59,87,63,63,28,0,86,85,10,6,88.37
6.05,6.73,39,25,89,24,0,87,36,2,2,76.51
6.24,9.59,50,46,96,42,1,30,83,66,1,67.18
5.46,8.4,77,100,55,58,1,15,93,84,0,64.42
6.49,9.24,49,89,99,81,0,68,43,12,20,99.0
6.89,6.99,77,40,53,8,0,69,97,58,18,78.29
6.93,5.1,64,66,83,42,0,67,87,62,0,73.92
9.02,7.5,65,74,80,29,1,78,99,83,8,89.7
6.75,8.2,52,41,95,26,1,30,64,40,13,68.64
8.83,7.11,30,87,62,96,1,6,40,10,13,81.48
8.71,7.74,99,78,60,67,0,44,52,9,13,92.45
8.13,5.0,41,15,54,32,1,85,84,59,11,81.24
5.64,5.69,53,37,99,79,1,99,82,13,11,98.53
9.04,8.8,24,99,70,77,1,61,86,64,15,99.0
9.21,7.89,51,56,78,86,1,19,42,31,11,83.63
7.5,7.64,11,21,56,83,0,56,40,16,18,89.79
8.25,7.09,78,20,86,19,1,81,93,2,11,87.05
6.52,5.13,13,24,52,91,0,26,56,4,17,74.2
7.06,9.13,51,46,76,50,1,22,71,1,12,74.95
6.0,8.95,84,85,52,8,0,3,100,46,1,50.93
8.5,7.8,95,56,64,20,0,40,60,33,7,73.18
9.3,5.62,60,73,86,1,1,77,59,56,20,85.61
5.17,6.42,79,90,94,99,0,8,98,23,4,71.79
5.03,8.09,54,20,92,3,1,87,59,34,20,81.5
7.99,5.76,95,57,85,26,0,31,62,10,4,66.42
6.13,5.26,29,95,73,97,0,78,98,6,5,93.44
8.18,8.81,29,59,62,76,0,54,78,61,15,92.61
5.6,8.16,40,96,88,81,1,46,81,23,2,82.31
7.54,6.23,84,75,77,1,1,54,81,63,17,74.55
7.18,5.31,82,24,72,89,0,57,92,62,1,81.52
7.0,6.33,23,72,69,26,1,45,47,34,11,68.58
6.14,7.67,98,30,92,70,1,31,77,51,19,82.64
7.32,5.72,41,85,75,73,1,30,71,19,19,82.31
7.64,8.8,19,51,72,7,1,5,64,63,9,52.83
7.29,6.4,13,20,82,26,0,66,71,30,9,72.44
6.13,7.33,36,83,68,81,1,91,82,62,17,99.0
7.46,5.8,17,82,79,85,0,77,58,34,14,96.59
6.03,9.13,25,88,57,63,0,78,81,25,15,96.14
7.12,5.61,35,77,62,45,1,39,51,9,11,72.32
8.31,7.56,92,95,51,56,0,45,56,6,5,84.83
6.21,8.13,69,36,98,14,0,64,43,22,20,80.9
5.1,9.5,31,68,53,75,0,2,68,42,7,64.12
5.22,7.45,78,40,89,94,1,0,85,13,5,67.65
5.29,8.85,55,32,79,85,0,67,68,65,11,90.34
6.26,8.13,58,98,71,20,0,14,53,35,16,64.42
6.7,7.83,87,71,59,83,0,41,90,41,18,91.24
6.32,5.12,70,49,58,30,0,96,55,35,8,82.8
9.09,8.23,77,81,64,14,1,38,52,3,18,81.81
9.41,7.38,83,81,82,36,1,9,81,6,16,75.9
6.22,8.48,20,65,90,66,1,49,52,32,1,77.07
6.04,9.6,36,43,62,7,0,42,54,19,0,60.09
5.89,9.19,92,63,82,29,1,52,75,8,11,81.03
5.67,9.66,12,40,89,29,1,79,81,39,14,85.06
7.44,6.83,86,21,78,10,1,36,44,9,6,63.36
9.17,6.58,34,45,69,6,0,26,46,43,18,64.42
6.22,6.12,44,50,85,74,1,7,76,72,3,59.96
8.79,5.63,58,29,59,65,0,96,36,27,7,95.45
8.12,7.24,30,21,77,37,0,63,61,20,2,75.15
7.61,6.22,37,74,96,99,1,0,53,50,20,78.2
9.42,7.82,23,20,73,20,1,81,73,62,13,86.26
9.06,6.74,87,89,84,90,1,65,58,52,18,99.0
7.36,6.47,52,58,53,100,0,10,58,32,19,80.13
7.03,9.29,24,66,97,100,0,74,46,38,12,99.0
6.63,8.19,54,65,50,28,0,17,49,42,4,57.97
7.74,7.18,72,81,84,86,1,26,93,69,8,82.73
7.72,8.65,96,56,96,95,1,3,98,49,19,86.83
8.84,5.27,33,51,83,50,1,77,59,20,19,93.52
7.92,5.04,69,87,76,86,1,34,34,8,12,85.25
5.74,6.05,62,28,56,79,1,55,68,56,7,78.11
7.76,5.22,69,29,71,14,0,7,72,10,13,54.23
9.44,5.26,90,37,84,88,1,91,50,31,11,99.0
8.02,5.96,37,82,64,17,0,0,40,19,7,51.45
5.89,9.62,47,10,81,70,0,96,54,21,4,95.75
9.46,8.19,11,39,90,44,0,56,34,33,18,87.09
5.97,8.69,35,35,70,76,0,9,42,41,15,69.54
8.35,7.22,56,62,65,72,1,10,66,43,0,67.92
8.61,5.94,83,87,97,62,1,40,84,27,6,83.18
7.76,6.14,89,11,80,84,0,84,71,1,16,99.0
8.13,6.54,40,28,62,68,1,71,67,2,8,89.46
7.49,9.31,65,44,88,68,1,48,96,60,19,93.46
9.18,7.13,78,95,76,42,0,26,44,15,4,74.75
7.25,7.56,76,94,79,55,1,63,39,2,19,96.84
6.27,7.2,73,49,90,23,1,12,85,1,1,55.11
5.14,7.96,10,60,78,74,1,12,79,31,17,70.23
5.45,7.72,25,87,99,67,1,75,51,10,5,88.69
9.36,9.07,16,18,97,64,1,17,94,91,14,77.17
5.65,5.56,14,77,72,76,0,100,64,34,14,97.01
7.86,8.67,50,12,90,61,0,15,76,69,11,70.8
5.64,7.29,87,31,63,25,0,28,91,88,8,59.29
6.97,8.78,92,14,64,65,1,17,62,8,13,76.28
7.9,6.95,42,17,93,86,0,5,78,45,1,65.29
7.05,6.37,20,16,77,52,0,4,42,28,14,58.2
5.21,5.98,26,50,51,76,1,99,94,2,5,91.58
5.14,7.04,10,74,50,70,0,71,92,58,1,78.13
8.39,9.18,23,71,68,59,1,83,89,48,4,95.77
8.14,7.5,16,39,86,37,0,0,36,7,10,58.75
7.68,7.21,60,77,92,34,0,99,56,3,11,98.16
9.23,5.4,17,41,82,29,0,64,86,3,15,81.28
7.95,8.02,99,49,87,49,0,22,45,16,14,78.09
5.24,9.08,36,61,63,30,0,23,47,17,2,58.28
6.99,5.38,20,65,94,38,0,76,94,57,6,77.91
6.55,7.31,74,83,54,89,0,28,91,35,13,83.84
7.22,7.14,53,42,61,87,0,34,40,29,16,83.64
7.87,8.3,15,80,62,54,0,5,46,22,8,65.45
6.19,7.68,99,54,78,91,0,88,96,31,12,99.0
5.53,6.23,41,28,71,36,0,77,72,51,15,78.66
8.2,5.61,27,18,76,92,1,42,42,8,1,78.0
6.83,5.3,59,26,99,36,0,81,71,36,13,83.0
7.54,8.63,25,19,86,76,1,20,38,16,5,72.6
5.67,8.07,72,55,85,16,0,3,94,43,3,49.92
8.33,6.04,16,40,82,88,0,17,79,33,8,72.98
7.21,8.3,68,84,84,44,1,15,35,3,9,71.81
6.13,8.44,96,52,90,42,0,45,81,55,2,73.5
5.86,8.33,14,30,86,70,0,94,55,5,18,99.0
7.07,8.62,22,55,92,95,0,18,99,86,10,78.78
6.57,7.94,48,93,90,66,1,40,39,20,14,84.88
8.66,7.55,26,18,52,16,1,7,78,20,10,55.8
9.23,5.19,40,45,65,52,1,99,63,3,12,98.92
5.82,5.24,53,48,90,15,0,14,41,37,10,49.41
7.32,6.15,98,78,56,94,0,56,42,37,6,90.66
7.29,9.34,74,11,69,77,1,36,90,3,7,83.6
8.56,8.8,39,60,66,82,1,42,90,34,3,86.62
6.66,8.45,23,99,92,49,0,85,47,3,0,89.69
5.12,5.38,45,82,67,27,0,88,44,3,4,77.05
5.19,5.24,32,50,81,85,0,96,33,27,4,89.42
8.27,8.24,33,89,69,89,1,2,60,27,16,80.95
5.65,5.68,20,50,76,54,0,41,74,67,11,66.94
6.57,8.47,14,80,66,70,1,94,38,3,13,99.0
6.32,7.86,81,52,81,11,1,97,88,56,11,88.04
9.36,6.45,84,64,77,17,1,68,73,51,16,87.26
6.11,9.49,40,82,59,50,1,34,69,61,4,71.75
9.02,9.2,98,91,77,15,0,28,74,49,1,71.16
6.22,9.53,26,38,79,75,1,55,58,21,17,91.26
7.7,9.44,47,10,98,95,0,25,80,14,2,80.83
8.09,7.94,20,17,94,68,0,5,37,2,5,65.58
6.57,8.76,72,42,52,0,0,25,94,89,15,60.57
7.99,8.08,35,92,69,68,0,64,89,79,12,93.2
6.21,5.56,20,12,93,45,0,93,71,20,7,82.0
6.31,5.56,73,79,83,28,1,48,52,13,9,71.46
6.82,7.5,69,74,97,94,1,34,38,20,10,87.47
7.38,9.77,13,58,96,28,0,53,47,3,13,81.56
9.32,7.83,31,10,78,43,1,62,37,29,4,80.14
8.47,5.4,16,43,82,5,0,86,51,49,1,71.09
8.23,7.07,68,93,60,97,0,73,100,3,13,99.0
9.4,9.52,19,69,76,59,1,66,89,21,19,99.0
5.73,9.5,85,12,52,77,0,6,40,18,2,65.09
6.09,7.86,75,59,94,77,1,91,93,86,9,99.0
8.04,7.33,17,54,72,13,1,17,49,44,7,55.8
6.08,8.7,63,59,61,33,0,17,72,3,15,67.87
8.28,7.91,35,61,74,20,0,42,65,40,16,75.12
8.88,6.19,41,100,57,15,1,82,95,40,20,91.8
8.76,7.41,84,96,95,13,1,76,57,22,14,92.17
9.36,7.71,47,34,60,100,1,50,73,27,12,97.23
5.3,9.01,11,25,82,2,1,33,40,16,14,58.79
8.88,7.19,72,42,93,73,1,24,63,29,14,83.51
7.68,6.65,78,11,75,89,0,66,83,82,18,96.18
9.13,8.0,89,89,73,20,0,88,31,30,2,90.4
6.32,9.09,95,81,90,54,1,75,81,35,17,99.0
6.96,8.37,78,32,69,85,0,26,84,18,17,85.42
7.81,8.89,76,36,82,51,1,38,34,7,8,80.71
9.07,7.42,43,46,81,9,0,23,43,37,18,66.86
8.55,7.26,77,93,86,12,1,80,34,7,1,84.79
5.59,9.2,84,66,97,84,0,25,38,27,18,86.06
7.97,7.1,40,88,56,58,1,84,70,5,2,92.68
9.3,6.02,14,20,71,15,0,5,60,25,10,52.42
9.26,9.16,52,59,92,10,1,37,59,1,16,79.71
6.3,9.22,35,61,75,23,1,55,77,77,3,70.56
8.76,8.49,75,59,54,68,0,25,94,94,9,79.94
8.76,7.64,17,83,92,22,1,28,75,38,9,69.2
6.4,5.27,81,26,94,45,0,81,54,8,6,82.47
5.28,5.48,86,12,94,68,1,40,53,50,1,66.17
7.27,7.3,73,44,72,77,1,84,36,19,4,95.75
7.41,6.11,85,66,73,17,0,83,71,1,4,81.87
5.6,6.29,20,91,73,81,0,16,77,41,13,70.52
8.02,5.8,20,24,53,9,1,11,65,40,6,47.27
7.26,9.43,21,89,71,40,0,96,44,37,19,99.0
7.25,8.6,12,45,66,31,0,100,93,17,2,87.8
6.63,5.22,51,91,83,24,0,92,68,23,4,81.98
5.47,7.23,19,63,63,4,1,72,85,64,6,66.9
8.16,9.28,69,49,59,84,1,61,91,2,17,99.0
6.73,7.41,34,86,92,39,0,61,74,58,10,80.23
8.16,9.69,23,82,64,66,0,28,87,21,4,79.23
7.85,6.31,75,57,93,45,1,2,83,17,8,63.15
7.66,6.41,26,22,83,51,1,76,40,35,14,86.14
8.47,8.64,32,43,71,18,1,68,75,58,8,79.95
9.14,9.01,41,29,89,7,0,7,39,17,20,65.37
7.51,6.62,74,80,62,57,0,84,73,9,17,99.0
9.29,9.49,69,74,56,26,0,46,40,32,16,85.56
5.51,8.28,49,62,66,21,0,94,31,1,9,86.24
5.98,9.04,46,57,66,76,0,20,58,42,16,77.48
7.77,6.7,58,49,69,83,1,56,40,40,16,91.85
5.12,7.19,30,65,65,54,0,89,51,10,5,85.61
7.16,9.26,83,30,69,55,1,74,83,37,11,94.2
6.64,7.66,83,43,70,27,1,2,93,57,20,62.73
8.47,6.82,63,28,95,21,0,24,56,4,19,70.91
6.02,7.18,21,57,77,66,0,46,87,2,13,79.7
6.63,7.45,98,33,80,40,0,98,74,20,7,93.49
8.27,7.41,11,36,78,17,0,25,45,34,12,61.59
6.21,6.52,54,18,64,60,1,96,43,4,17,96.83
5.79,6.15,88,90,61,79,1,89,82,61,3,94.58
6.21,5.62,97,97,94,78,1,0,59,6,4,67.35
7.33,8.08,61,72,76,18,0,62,41,17,19,84.53
9.17,6.14,33,64,72,29,0,10,66,53,15,63.49
7.29,7.74,40,89,85,60,1,97,41,17,18,99.0
6.75,5.88,49,32,53,19,0,7,72,22,5,47.56
5.47,7.91,67,48,62,42,0,86,82,78,5,83.03
6.7,5.29,19,36,75,45,1,87,43,8,2,79.4
7.87,8.78,78,38,77,17,1,52,90,14,7,76.96
5.74,7.62,25,16,57,70,0,17,87,74,3,59.46
7.15,8.59,46,31,76,54,0,96,82,6,4,94.88
8.23,7.0,99,83,60,59,0,13,47,22,14,76.88
8.19,8.71,28,50,50,60,0,29,68,39,7,74.64
9.44,6.18,44,67,64,28,0,99,35,13,9,94.11
6.65,8.15,31,31,79,15,0,55,76,54,2,64.9
7.04,8.56,44,62,65,73,0,77,71,15,18,99.0
8.64,6.99,19,61,52,95,0,35,46,38,17,88.05
7.34,6.0,84,25,65,59,0,77,98,52,5,85.62
7.2,8.43,34,99,72,71,1,12,75,5,8,75.34
7.07,7.97,77,90,55,66,0,60,62,53,0,84.36
5.37,8.15,45,31,67,90,0,82,50,42,7,92.59
7.97,9.64,84,21,88,96,0,25,99,78,16,91.02
9.05,6.59,59,41,53,77,1,82,36,12,8,98.86
8.0,7.09,61,58,72,40,0,48,42,28,10,77.79
8.74,6.46,13,87,96,56,0,54,61,61,13,84.8
9.32,6.37,15,88,74,90,0,10,86,81,12,77.65
9.44,8.93,60,64,80,23,1,82,63,14,20,99.0
7.37,7.42,41,90,67,66,0,7,73,12,11,71.25
5.74,5.58,64,60,59,64,0,12,76,69,3,57.59
8.65,6.18,52,21,59,66,0,96,49,40,15,99.0
5.72,7.25,44,23,62,77,1,57,96,82,1,75.97
9.32,9.23,85,94,65,34,0,54,59,37,7,88.14
5.44,8.54,99,21,54,27,1,53,38,19,20,78.98
9.36,6.74,25,84,85,96,1,56,65,11,0,93.17
7.77,8.55,57,63,90,33,1,84,58,38,18,97.04
8.25,5.88,76,19,61,24,0,37,71,4,10,67.83
5.87,8.23,68,10,91,85,1,61,84,24,17,94.0
5.84,7.91,34,15,53,25,1,85,60,9,13,81.9
7.45,6.2,94,67,68,51,1,78,35,25,1,86.09
7.63,9.46,97,40,97,93,1,92,56,31,1,99.0
7.39,9.02,97,16,71,52,0,100,87,40,3,97.83
8.59,6.76,48,75,75,51,0,43,70,24,12,81.88
6.36,8.28,87,50,91,89,0,1,68,34,8,72.72
7.5,6.49,28,48,82,85,0,50,44,6,12,87.19
5.77,7.77,29,30,89,79,1,86,74,38,2,89.95
9.48,5.65,76,34,90,21,0,9,47,32,11,60.64
5.23,5.73,25,49,75,9,0,8,35,9,2,40.31
7.88,7.73,49,48,66,1,0,40,48,21,1,60.34
8.5,6.48,71,15,92,11,1,79,49,44,2,75.78
8.66,8.65,85,14,98,10,1,91,99,14,13,93.84
6.82,7.32,11,64,93,84,1,9,97,71,17,74.41
5.91,7.15,84,82,86,89,1,2,96,86,13,73.69
6.4,8.34,93,73,99,87,1,83,99,74,4,99.0
8.04,8.17,18,11,52,78,1,38,88,3,1,76.32
8.5,6.97,11,54,71,78,0,47,94,73,20,89.32
9.46,6.07,39,53,80,59,1,9,81,23,19,75.23
6.51,5.82,98,80,62,40,0,88,73,39,20,95.3
8.0,6.43,74,15,84,3,1,60,89,65,4,67.21
6.07,8.27,27,84,70,6,1,60,60,26,0,66.43
8.0,6.6,98,86,75,9,1,42,44,35,12,72.86
7.86,7.25,33,71,83,16,0,16,65,8,11,62.02
5.78,6.88,58,18,66,78,1,95,61,48,5,92.29
5.41,6.57,88,35,96,89,1,93,65,13,9,99.0
8.68,5.26,59,43,63,29,1,11,79,6,0,55.11
5.65,8.49,40,58,55,28,0,13,53,42,19,62.06
7.23,9.0,43,80,60,25,1,85,48,42,5,86.22
6.89,7.44,78,85,54,96,0,47,61,29,0,86.32
6.18,7.26,65,26,90,75,0,32,68,13,1,71.71
6.24,6.65,12,36,67,52,1,46,60,19,15,74.21
8.65,5.24,85,72,88,1,0,42,94,74,9,66.28
8.35,6.3,17,44,73,7,0,50,92,68,4,62.35
5.97,9.22,11,70,81,68,1,86,41,40,2,90.52
6.68,8.25,95,26,87,51,1,39,68,51,2,72.97
5.29,9.07,13,72,95,68,0,21,83,7,7,70.95
5.75,8.14,98,81,83,10,0,91,84,33,15,90.32
8.35,9.31,32,46,90,26,1,75,99,74,10,87.57
9.06,8.11,98,12,50,100,1,42,72,31,4,91.38
8.51,7.18,80,31,66,11,0,84,67,41,5,81.54
9.19,6.12,74,79,71,94,0,56,44,15,8,96.83
7.1,6.13,94,61,82,100,1,69,33,30,5,95.7
6.89,7.51,23,69,62,22,0,90,43,24,9,84.01
5.7,6.42,65,24,93,31,0,52,62,20,1,64.83
8.5,8.64,51,86,80,76,1,91,36,27,10,99.0
8.03,6.44,77,85,70,53,0,5,66,60,3,62.68
6.14,7.91,68,22,60,16,1,28,79,33,11,61.31
6.43,9.54,71,63,50,30,1,73,93,17,8,86.23
9.1,9.08,26,81,85,35,0,61,39,17,20,93.77
5.02,7.71,23,26,97,70,1,9,84,30,19,67.94
8.65,7.22,15,71,96,54,0,43,75,50,17,83.91
9.37,5.01,48,99,81,73,1,14,45,9,18,81.47
9.42,7.22,27,70,80,80,0,28,30,10,0,78.41
7.32,5.65,83,27,79,74,0,57,55,12,8,84.57
7.68,9.65,25,27,65,57,0,66,30,23,7,86.0
9.46,7.78,66,42,94,74,0,49,66,43,2,87.13
9.28,8.86,91,66,68,51,0,52,35,5,0,86.85
7.45,5.53,14,76,79,2,1,29,35,4,4,54.38
5.1,8.8,41,70,67,99,0,16,89,84,20,81.23
8.34,8.16,24,15,63,23,1,38,32,15,5,65.7
8.91,5.28,70,100,53,10,0,27,36,22,7,62.75
5.68,6.34,80,87,81,65,1,1,45,27,16,67.65
7.24,5.87,28,37,79,97,0,70,33,31,10,91.17
5.19,5.27,66,22,71,52,1,71,87,70,11,77.02
8.55,5.03,90,22,88,10,0,9,37,6,14,57.6
5.44,8.49,93,30,66,61,1,46,78,4,5,78.28
6.82,6.8,54,21,64,3,0,71,44,41,16,72.82
9.48,8.47,92,30,93,6,0,11,40,24,18,68.35
8.95,8.97,100,93,76,21,1,53,93,64,1,81.6
7.54,7.31,67,59,73,56,1,89,86,71,19,99.0
8.41,8.19,38,56,78,59,1,44,75,64,12,83.93
8.08,9.08,72,51,83,3,0,43,98,92,1,66.09
6.12,8.2,15,85,83,1,0,35,60,55,10,59.73
8.87,7.57,57,89,89,40,0,40,88,62,2,75.95
5.53,7.09,63,34,75,78,0,66,31,16,20,92.07
8.0,8.34,47,62,94,89,1,4,72,34,16,81.25
5.75,7.96,90,14,94,37,1,79,40,36,9,83.53
5.93,9.31,55,29,96,45,0,74,99,96,17,89.29
7.46,7.62,91,39,82,5,0,30,58,8,12,66.28
7.14,5.89,10,38,81,49,1,15,56,3,5,58.86
7.88,7.69,19,56,92,77,1,37,47,6,10,83.73
5.9,8.25,33,98,69,80,0,1,93,59,7,67.15
8.18,6.18,56,72,56,38,0,21,53,35,2,61.88
8.31,5.72,36,92,97,89,1,46,37,11,11,90.79
9.22,8.14,14,69,74,59,1,3,44,19,20,75.96
6.63,9.69,76,72,86,72,1,88,30,30,0,98.24
9.36,5.68,30,87,76,76,0,26,40,32,18,83.37
5.49,7.24,49,94,68,70,0,41,91,75,18,82.26
8.68,6.83,16,14,96,13,0,85,91,86,14,81.94
9.36,6.67,42,61,84,49,1,67,58,32,1,84.51
7.05,9.62,23,78,60,80,1,66,60,8,20,99.0
7.0,8.15,66,87,70,23,1,35,77,15,9,72.19
7.02,7.26,39,28,50,97,1,74,50,25,6,93.39
7.32,6.78,66,55,56,11,1,10,73,63,16,57.77
8.81,5.69,22,53,75,27,1,96,56,36,10,88.67
8.94,9.13,57,92,50,94,0,26,84,31,6,89.3
5.31,9.47,98,46,58,94,0,54,51,17,19,98.36
7.48,8.05,96,30,94,45,0,66,44,41,3,82.76
6.39,5.92,30,91,59,1,1,79,32,25,17,76.76
5.2,7.67,36,75,64,61,0,43,57,26,18,79.65
6.03,8.48,48,100,87,90,1,4,52,40,3,71.24
8.05,7.57,40,67,51,6,0,20,89,28,17,63.86
7.02,9.44,88,86,86,28,1,83,78,74,8,92.48
5.26,7.33,28,15,77,13,1,72,91,29,12,71.27
7.3,7.7,63,36,54,42,1,7,49,40,14,63.54
7.33,7.36,28,52,78,72,0,88,72,51,2,91.81
6.62,8.18,38,48,66,26,1,96,52,48,5,84.88
5.31,7.24,23,84,97,65,1,92,37,7,19,99.0
6.64,8.58,66,16,57,61,1,48,55,27,14,82.8
7.88,9.41,70,82,77,53,1,82,90,66,8,99.0
6.38,5.4,66,48,57,26,1,43,35,11,17,69.76
9.5,9.53,87,18,69,52,1,13,88,66,13,77.77
9.37,7.05,89,17,81,76,1,5,90,79,16,77.36
6.59,9.64,26,23,58,24,0,67,99,24,14,80.48
8.79,7.64,59,62,96,87,1,84,64,22,3,99.0
6.94,5.87,93,93,91,40,0,33,66,5,12,75.39
6.53,7.52,14,29,91,82,1,41,80,34,8,78.63
